name	description	leaves
13241	a clade within phylum Firmicutes,including representatives of class Clostridia, Bacilli	sq110;size=81733; sq334;size=14189; sq273;size=22561; sq164;size=49299; sq193;size=37945; sq182;size=42391; sq120;size=76131; sq506;size=6213; sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314; sq161;size=50885; sq352;size=12987; sq87;size=120786; sq243;size=27020; sq178;size=43239; sq121;size=74695;
13248	a clade within genus Cellulosilyticum,including representatives of species Cellulosilyticum lentocellum, Cellulosilyticum ruminicola	
13255	a clade within genus Clostridium,including representatives of species Clostridium colinum, Clostridium lactatifermentans, Clostridium propionicum, Clostridium neopropionicum	sq336;size=13993; sq286;size=19689;
14878	a clade within class Bacilli,including representatives of order Bacillales, Lactobacillales	14292 sq36;size=439026; sq70;size=169081; 14157 14083 sq64;size=191421; sq47;size=314068; sq171;size=46206; sq79;size=137852; sq305;size=17074; sq647;size=3646; sq49;size=289146; sq12;size=1158412; sq303;size=17173;
4030	a clade within genus Bifidobacterium,including representatives of species Bifidobacterium longum, Bifidobacterium breve	sq147;size=57987; sq31;size=484285; sq1;size=4814083;
4053	a clade within genus Bifidobacterium,including representatives of species Bifidobacterium merycicum, Bifidobacterium ruminantium, Bifidobacterium adolescentis, Bifidobacterium stercoris, Bifidobacterium angulatum, Bifidobacterium catenulatum, Bifidobacterium dentium, Bifidobacterium pseudocatenulatum	sq8;size=1459934; sq76;size=147856;
4054	Bifidobacterium bifidum	sq9;size=1334363; sq92;size=111219;
11740	a clade within class Alphaproteobacteria,including representatives of order Rhizobiales, Kordiimonadales, Rhodobacterales, Sphingomonadales, Caulobacterales, Parvularculales, Sneathiellales, Rickettsiales	
12027	a clade within genus Veillonella,including representatives of species Veillonella denticariosi, Veillonella rodentium	sq44;size=336494; sq42;size=355037; sq57;size=209041; sq267;size=23211;
12576	a clade within phylum Bacteroidetes or Firmicutes	sq89;size=117483; sq564;size=5037;
12582	Butyricicoccus pullicaecorum	sq238;size=28488; sq457;size=7833; sq183;size=42180;
12619	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Eubacteriaceae	sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669; sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241;
12621	Clostridium viride	sq526;size=5742; sq318;size=15447;
13085	a clade within order Clostridiales,including representatives of family Clostridiaceae, Lachnospiraceae	sq110;size=81733; sq334;size=14189; sq273;size=22561; sq164;size=49299; sq193;size=37945; sq182;size=42391; sq120;size=76131;
13240	a clade within phylum Firmicutes,including representatives of class Clostridia, Bacilli	sq506;size=6213; sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314;
11752	Kiloniella laminariae	
12618	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Eubacteriaceae	sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669;
12625	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Oscillospiraceae	sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062; sq324;size=14944; sq208;size=34622; sq469;size=7346;
13067	a clade within order Clostridiales,including representatives of family Clostridiaceae, Peptostreptococcaceae	sq223;size=33436; sq46;size=325448; sq71;size=167453; sq153;size=54074;
14739	a clade within order Lactobacillales,including representatives of family Lactobacillaceae, Aerococcaceae, Carnobacteriaceae, Streptococcaceae, Leuconostocaceae, Enterococcaceae	14292 sq36;size=439026; sq70;size=169081; 14157 14083 sq64;size=191421; sq47;size=314068; sq171;size=46206; sq79;size=137852; sq305;size=17074; sq647;size=3646; sq49;size=289146; sq12;size=1158412;
6269	a clade within phylum Bacteroidetes,including representatives of class Bacteroidia, Cytophagia	6010 sq123;size=72805; sq51;size=274412; sq10;size=1332376; 6105 6115 6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785; sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352; sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437; 6178 sq88;size=119729; sq122;size=74529; sq40;size=378246; 6259 sq265;size=23446; sq118;size=76766; sq65;size=186706; sq52;size=258287; sq37;size=435106;
12606	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Eubacteriaceae	sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241;
12608	Eubacterium siraeum	sq188;size=38638; sq192;size=37961;
12624	Oscillibacter valericigenes	sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062;
12787	a clade within order Clostridiales,including representatives of family Clostridiaceae, Eubacteriaceae	12729 sq125;size=71713; sq63;size=192392; sq106;size=88010; sq54;size=232339;
13022	a clade within order Clostridiales,including representatives of family Clostridiales Family XIII. Incertae Sedis, Eubacteriaceae	
13059	a clade within genus Peptostreptococcus,including representatives of species Peptostreptococcus anaerobius, Peptostreptococcus stomatis	sq223;size=33436; sq46;size=325448;
13231	a clade within phylum Firmicutes,including representatives of class Clostridia, Bacilli	sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314;
14581	a clade within order Lactobacillales,including representatives of family Lactobacillaceae, Aerococcaceae, Carnobacteriaceae, Streptococcaceae, Leuconostocaceae, Enterococcaceae	14292 sq36;size=439026; sq70;size=169081; 14157 14083 sq64;size=191421; sq47;size=314068; sq171;size=46206; sq79;size=137852; sq305;size=17074; sq647;size=3646;
8680	a clade within class Gammaproteobacteria,including representatives of order Oceanospirillales, Alteromonadales, Vibrionales, Aeromonadales, Pasteurellales, Pseudomonadales, Enterobacteriales, Chromatiales	sq22;size=654794; sq99;size=101887; sq43;size=343371; sq3;size=2412753; sq196;size=36731; sq19;size=777424; sq486;size=6865; sq168;size=46687; sq481;size=6956;
6248	a clade within order Bacteroidales,including representatives of family Prevotellaceae, Bacteroidaceae, Porphyromonadaceae	6010 sq123;size=72805; sq51;size=274412; sq10;size=1332376; 6105 6115 6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785; sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352; sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437; 6178 sq88;size=119729; sq122;size=74529; sq40;size=378246;
6267	a clade within genus Alistipes,including representatives of species Alistipes finegoldii, Alistipes indistinctus, Alistipes putredinis, Alistipes shahii, Alistipes onderdonkii	6259 sq265;size=23446; sq118;size=76766; sq65;size=186706; sq52;size=258287; sq37;size=435106;
12166	a clade within genus Fusobacterium,including representatives of species Fusobacterium canifelinum, Fusobacterium nucleatum, Fusobacterium periodonticum, Fusobacterium simiae	
12602	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Eubacteriaceae	sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837;
12605	a clade within family Ruminococcaceae,including representatives of genus Anaerotruncus, Hydrogenoanaerobacterium	
12616	a clade within family Ruminococcaceae,including representatives of genus Subdoligranulum, Faecalibacterium, Gemmiger	sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669;
12729	a clade within family Clostridiaceae,including representatives of genus Sarcina, Clostridium	
13065	a clade within order Clostridiales,including representatives of family Clostridiaceae, Peptostreptococcaceae	sq71;size=167453; sq153;size=54074;
13109	a clade within phylum Firmicutes,including representatives of class Clostridia, Bacilli	sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607;
13230	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Lachnospiraceae, Eubacteriaceae	sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314;
14543	a clade within order Lactobacillales,including representatives of family Streptococcaceae, Leuconostocaceae, Enterococcaceae, Lactobacillaceae	14292 sq36;size=439026; sq70;size=169081; 14157 14083 sq64;size=191421; sq47;size=314068; sq171;size=46206; sq79;size=137852;
14676	a clade within family Enterococcaceae,including representatives of genus Vagococcus, Catellicoccus, Tetragenococcus, Enterococcus, Melissococcus	sq49;size=289146; sq12;size=1158412;
9379	a clade within family Sutterellaceae,including representatives of genus Sutterella, Parasutterella	sq30;size=495992; sq39;size=399807; sq128;size=70944; sq149;size=57023; sq131;size=69175; sq35;size=455501;
6018	a clade within family Porphyromonadaceae,including representatives of genus Odoribacter, Butyricimonas	6010 sq123;size=72805;
6247	a clade within order Bacteroidales,including representatives of family Prevotellaceae, Bacteroidaceae, Porphyromonadaceae	sq51;size=274412; sq10;size=1332376; 6105 6115 6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785; sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352; sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437; 6178 sq88;size=119729; sq122;size=74529; sq40;size=378246;
6259	Alistipes indistinctus	
6265	a clade within genus Alistipes,including representatives of species Alistipes finegoldii, Alistipes onderdonkii, Alistipes shahii	sq265;size=23446; sq118;size=76766; sq65;size=186706; sq52;size=258287; sq37;size=435106;
12601	a clade within genus Ruminococcus,including representatives of species Ruminococcus albus, Ruminococcus flavefaciens, Ruminococcus callidus	sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479;
12612	Faecalibacterium prausnitzii	sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327;
12615	a clade within family Ruminococcaceae,including representatives of genus Subdoligranulum, Gemmiger	sq34;size=468569; sq114;size=79346; sq280;size=20402;
12772	a clade within genus Clostridium,including representatives of species Clostridium saccharoperbutylacetonicum, Clostridium aurantibutyricum, Clostridium chauvoei, Clostridium gasigenes, Clostridium tertium, Clostridium chartatabidum, Clostridium diolis, Clostridium paraputrificum, Clostridium puniceum, Clostridium disporicum, Clostridium roseum, Clostridium sartagoforme, Clostridium vincentii, Clostridium celatum, Clostridium saccharobutylicum, Clostridium butyricum, Clostridium uliginosum, Clostridium septicum, Clostridium sp., Clostridium beijerinckii, Clostridium quinii, Clostridium carnis	sq125;size=71713; sq63;size=192392; sq106;size=88010; sq54;size=232339;
13093	a clade within phylum Firmicutes,including representatives of class Clostridia, Bacilli	sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092
13164	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Lachnospiraceae	sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153
13229	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Lachnospiraceae, Eubacteriaceae, Clostridiaceae	sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314;
14401	a clade within order Lactobacillales,including representatives of family Leuconostocaceae, Lactobacillaceae	14292 sq36;size=439026; sq70;size=169081; 14157 14083
14541	a clade within family Streptococcaceae,including representatives of genus Lactococcus, Streptococcus	sq64;size=191421; sq47;size=314068; sq171;size=46206; sq79;size=137852;
9378	a clade within family Sutterellaceae,including representatives of genus Sutterella, Parasutterella	sq30;size=495992; sq39;size=399807; sq128;size=70944; sq149;size=57023; sq131;size=69175;
6264	a clade within genus Alistipes,including representatives of species Alistipes finegoldii, Alistipes shahii	sq265;size=23446; sq118;size=76766; sq65;size=186706;
12595	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Eubacteriaceae	sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837;
12771	a clade within genus Clostridium,including representatives of species Clostridium septicum, Clostridium vincentii, Clostridium sp., Clostridium paraputrificum, Clostridium chartatabidum, Clostridium celatum, Clostridium aurantibutyricum, Clostridium quinii, Clostridium chauvoei, Clostridium gasigenes, Clostridium tertium, Clostridium disporicum, Clostridium carnis, Clostridium sartagoforme	sq125;size=71713; sq63;size=192392; sq106;size=88010;
13091	a clade within phylum Firmicutes,including representatives of class Clostridia, Bacilli	sq73;size=164966; sq77;size=143127; sq74;size=161264;
13092	Eubacterium ramulus	
13107	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Eubacteriaceae	sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607;
13142	a clade within genus Clostridium,including representatives of species Clostridium aerotolerans, Clostridium indolis, Clostridium symbiosum, Clostridium amygdalinum, Clostridium celerecrescens, Clostridium asparagiforme, Clostridium bolteae, Clostridium methoxybenzovorans, Clostridium algidixylanolyticum, Clostridium hathewayi, Clostridium aldenense, Clostridium citroniae, Clostridium lavalense, Clostridium sphenoides, Clostridium clostridioforme, Clostridium saccharolyticum, Clostridium xylanolyticum	sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405;
13199	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Eubacteriaceae, Clostridiaceae	sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609;
13228	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Lachnospiraceae, Eubacteriaceae, Clostridiaceae	sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314;
14566	a clade within genus Granulicatella,including representatives of species Granulicatella adiacens, Granulicatella elegans	sq305;size=17074; sq647;size=3646;
8250	a clade within class Gammaproteobacteria,including representatives of order Pasteurellales, Enterobacteriales	sq22;size=654794; sq99;size=101887; sq43;size=343371; sq3;size=2412753; sq196;size=36731; sq19;size=777424; sq486;size=6865; sq168;size=46687;
9377	a clade within genus Sutterella,including representatives of species Sutterella wadsworthensis, Sutterella parvirubra, Sutterella stercoricanis	sq30;size=495992; sq39;size=399807; sq128;size=70944; sq149;size=57023;
6010	Butyricimonas synergistica	
6188	a clade within order Bacteroidales,including representatives of family Prevotellaceae, Bacteroidaceae	sq51;size=274412; sq10;size=1332376; 6105 6115 6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785; sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352; sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437; 6178
6263	Alistipes shahii	sq265;size=23446; sq118;size=76766;
12594	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae	sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500;
12598	Ruminococcus callidus	sq221;size=33470; sq189;size=38479;
13089	Eubacterium eligens	sq73;size=164966; sq77;size=143127;
13106	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Eubacteriaceae	sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397;
13128	a clade within genus Clostridium,including representatives of species Clostridium aerotolerans, Clostridium indolis, Clostridium amygdalinum, Clostridium celerecrescens, Clostridium methoxybenzovorans, Clostridium algidixylanolyticum, Clostridium hathewayi, Clostridium sphenoides, Clostridium saccharolyticum, Clostridium xylanolyticum	sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030;
13141	a clade within genus Clostridium,including representatives of species Clostridium lavalense, Clostridium symbiosum, Clostridium citroniae, Clostridium aldenense, Clostridium asparagiforme, Clostridium clostridioforme, Clostridium bolteae	sq81;size=128852; sq197;size=36636; sq146;size=59405;
13160	a clade within family Lachnospiraceae,including representatives of genus Marvinbryantia, Robinsoniella, Blautia	13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153
13187	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Eubacteriaceae, Clostridiaceae	sq98;size=101965; sq103;size=96080; 13184
13198	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Eubacteriaceae	sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609;
13224	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Lachnospiraceae, Clostridiaceae	sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855;
6118	a clade within family Prevotellaceae,including representatives of genus Alloprevotella, Hallella, Paraprevotella, Prevotella, Xylanibacter	sq51;size=274412; sq10;size=1332376; 6105 6115
12590	Ruminococcus bromii	sq67;size=185845; sq27;size=537952;
12593	a clade within genus Clostridium,including representatives of species Clostridium sporosphaeroides, Clostridium leptum	sq345;size=13449; sq350;size=13039; sq151;size=55500;
12759	a clade within genus Clostridium,including representatives of species Clostridium disporicum, Clostridium celatum	sq63;size=192392; sq106;size=88010;
13100	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Eubacteriaceae	sq20;size=738898; sq96;size=105480;
13110	Clostridium hathewayi	sq393;size=9980; sq60;size=200724; sq126;size=71476;
13140	a clade within genus Clostridium,including representatives of species Clostridium lavalense, Clostridium citroniae, Clostridium aldenense, Clostridium asparagiforme, Clostridium clostridioforme, Clostridium bolteae	sq81;size=128852; sq197;size=36636;
13159	a clade within family Lachnospiraceae,including representatives of genus Marvinbryantia, Robinsoniella	
13192	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Eubacteriaceae	sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183;
13197	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Eubacteriaceae	sq200;size=36019; sq264;size=23609;
13223	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Lachnospiraceae	sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760;
13226	Eubacterium ventriosum	sq478;size=6996; sq292;size=18314;
14341	a clade within family Lactobacillaceae,including representatives of genus Lactobacillus, Pediococcus	14292 sq36;size=439026; sq70;size=169081; 14157
14083	a clade within genus Leuconostoc,including representatives of species Leuconostoc holzapfelii, Leuconostoc kimchii, Leuconostoc gasicomitatum, Leuconostoc carnosum, Leuconostoc citreum, Leuconostoc palmae, Leuconostoc pseudomesenteroides, Leuconostoc inhae, Leuconostoc gelidum, Leuconostoc mesenteroides, Leuconostoc lactis	
14538	a clade within genus Streptococcus,including representatives of species Streptococcus mitis, Streptococcus gordonii, Streptococcus oralis, Streptococcus salivarius, Streptococcus sanguinis, Streptococcus peroris, Streptococcus infantis, Streptococcus pneumoniae, Streptococcus lactarius, Streptococcus parasanguinis, Streptococcus lutetiensis, Streptococcus infantarius, Streptococcus macedonicus, Streptococcus anginosus, Streptococcus equinus, Streptococcus intermedius, Streptococcus constellatus, Streptococcus vestibularis, Streptococcus cristatus, Streptococcus alactolyticus, Streptococcus australis, Streptococcus sinensis, Streptococcus pseudopneumoniae, Streptococcus massiliensis, Streptococcus oligofermentans	sq47;size=314068; sq171;size=46206; sq79;size=137852;
9375	Sutterella stercoricanis	sq39;size=399807; sq128;size=70944; sq149;size=57023;
6181	a clade within genus Bacteroides,including representatives of species Bacteroides cellulosilyticus, Bacteroides helcogenes, Bacteroides finegoldii, Bacteroides xylanisolvens, Bacteroides coprophilus, Bacteroides plebeius, Bacteroides coprocola, Bacteroides dorei, Bacteroides sartorii, Bacteroides stercoris, Bacteroides fragilis, Bacteroides thetaiotaomicron, Bacteroides uniformis, Bacteroides salyersiae, Bacteroides nordii, Bacteroides caccae, Bacteroides acidifaciens, Bacteroides eggerthii, Bacteroides paurosaccharolyticus, Bacteroides ovatus, Bacteroides barnesiae, Bacteroides faecis, Bacteroides graminisolvens, Bacteroides massiliensis, Bacteroides salanitronis, Bacteroides gallinarum, Bacteroides rodentium, Bacteroides chinchillae, Bacteroides clarus, Bacteroides fluxus, Bacteroides oleiciplenus, Bacteroides intestinalis	6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785; sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352; sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437; 6178
6243	a clade within genus Parabacteroides,including representatives of species Parabacteroides merdae, Parabacteroides johnsonii, Parabacteroides distasonis	sq88;size=119729; sq122;size=74529; sq40;size=378246;
13103	Roseburia hominis	sq33;size=480760; sq141;size=62397;
13155	a clade within genus Blautia,including representatives of species Blautia wexlerae, [Ruminococcus] obeum, Blautia hansenii, Blautia coccoides, Blautia luti	sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153
13184	a clade within order Clostridiales,including representatives of family Clostridiaceae, Eubacteriaceae	
13188	Eubacterium hallii	sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614;
13191	a clade within genus Anaerostipes,including representatives of species Anaerostipes caccae, Anaerostipes butyraticus	sq23;size=649275; sq55;size=230567; sq179;size=43183;
13211	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Lachnospiraceae	sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821;
14340	a clade within family Lactobacillaceae,including representatives of genus Lactobacillus, Pediococcus	14292 sq36;size=439026; sq70;size=169081;
14157	a clade within genus Lactobacillus,including representatives of species Lactobacillus acetotolerans, Lactobacillus taiwanensis, Lactobacillus amylovorus, Lactobacillus intestinalis, Lactobacillus kitasatonis, Lactobacillus johnsonii, Lactobacillus kalixensis, Lactobacillus ultunensis, Lactobacillus kefiranofaciens, Lactobacillus acidophilus, Lactobacillus delbrueckii, Lactobacillus gallinarum, Lactobacillus helveticus, Lactobacillus hamsteri, Lactobacillus amylolyticus, Lactobacillus fornicalis, Lactobacillus iners, Lactobacillus gasseri, Lactobacillus crispatus, Lactobacillus jensenii, Lactobacillus equicursoris	
6115	Paraprevotella clara	
